2018/05/11 00:46:58      Activity: Searched Results for "shirt" Inserted | Item #: 1289583 | Name: UA Threadborne Siro | Wear: Men’s  Short Sleeve Shirt | Price: $29.99 | Colors: 6  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1258568 | Name: UA Tech™ V-Neck - Twist | Wear: Women’s Short Sleeve Shirt | Price: $18.7 | Colors: 3  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1290672 | Name: UA Big Logo | Wear: Women’s Short Sleeve Shirt | Price: $14.99 - $18.9 | Colors: 5  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1286334 | Name: UA Storm Armour Fleece® ¼ Zip | Wear: Men’s  Long Sleeve Shirt | Price: $32.99 - $41.2 | Colors: 9  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1271517 | Name: UA Streaker | Wear: Women’s Running Short Sleeve Shirt | Price: $29.99 | Colors: 9  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1289650 | Name: UA Threadborne Train Twist V-Neck | Wear: Women’s Short Sleeve Shirt | Price: $20.9 | Colors: 1
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1253534 | Name: UA Tech™ V-Neck | Wear: Men’s  Short Sleeve Shirt | Price: $18.9 | Colors: 2  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1307626 | Name: NFL Men&#x27;s Combine Authentic Lockup T-Shirt | Wear: Men’s  Football Graphic T-Shirt | Price: $35.00 | Colors: 1
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1277207 | Name: UA Tech™ | Wear: Women’s Short Sleeve Shirt | Price: $18.7 | Colors: 3  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1242220 | Name: UA Tech™ ¼ Zip | Wear: Men’s  Long Sleeve Shirt | Price: $39.99 | Colors: 8  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1307591 | Name: UA Threadborne™ Twist ½ Zip | Wear: Women’s Long Sleeve Shirt | Price: $29.99 - $37.4 | Colors: 4  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1257615 | Name: UA Sportstyle Logo | Wear: Men’s Graphic T-Shirt | Price: $18.99 - $24.99 | Colors: 7  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1306428 | Name: UA MK-1 | Wear: Men’s  Short Sleeve Shirt | Price: $30.00 | Colors: 7  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1216010 | Name: UA Tactical HeatGear® Compression V-Neck | Wear: Men’s  Tactical Short Sleeve Shirt | Price: $24.99 | Colors: 2  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1005684 | Name: UA Tactical Tech™ | Wear: Men’s  Short Sleeve Shirt | Price: $24.99 | Colors: 5  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1289600 | Name: UA Threadborne Siro ¼ Zip | Wear: Men’s  Long Sleeve Shirt | Price: $44.99 | Colors: 0  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1290341 | Name: UA Performance | Wear: Boys’ Golf Short Sleeve Shirt | Price: $29.99 | Colors: 0  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1306086 | Name: UA Crossfade | Wear: Boys’ Short Sleeve Shirt | Price: $20.00 | Colors: 6  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1268481 | Name: UA Locker | Wear: Women’s Basketball Short Sleeve Shirt | Price: $22.99 | Colors: 5  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1305659 | Name: UA Fast Left Chest Logo | Wear: Men’s  Graphic T-Shirt | Price: $25.00 | Colors: 9  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1306073 | Name: UA Tech™ Big Logo Solid | Wear: Boys’ Short Sleeve Shirt | Price: $20.00 | Colors: 6  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1289609 | Name: UA Threadborne Siro | Wear: Men’s  Long Sleeve Shirt | Price: $32.99 | Colors: 5  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1285637 | Name: UA HeatGear® Armour | Wear: Women’s Short Sleeve Shirt | Price: $27.99 | Colors: 1  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1216007 | Name: UA Tactical HeatGear® Compression | Wear: Men’s  Tactical Short Sleeve Shirt | Price: $24.99 | Colors: 3  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1300000 | Name: Charged Cotton® Crew Undershirt – 2-Pack | Wear: Men’s  Short Sleeve Shirt | Price: $40.00 | Colors: 3  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1290743 | Name: UA Tide Chaser | Wear: Men’s  Fishing Short Sleeve Shirt | Price: $49.99 | Colors: 9  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1289957 | Name: HeatGear® Armour | Wear: Boys’ Short Sleeve Shirt | Price: $24.99 | Colors: 5  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1299257 | Name: UA Freedom Flag | Wear: Men’s Short Sleeve Shirt | Price: $24.99 | Colors: 0  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1233665 | Name: Boys’ UA Locker Short Sleeve  | Wear: Boys’ Short Sleeve Shirt | Price: $19.99 | Colors: 3  
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1306715 | Name: Star Wars UA Squad Leader | Wear: Boys’ Short Sleeve Shirt | Price: $24.99 | Colors: 1
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1299391 | Name: UA Hybrid Big Logo | Wear: Boys’ Long Sleeve Shirt | Price: $29.99 | Colors: 1
2018/05/11 01:00:42      Activity: Searched Results for "shirt" Inserted | Item #: 1300002 | Name: Charged Cotton® V-Neck Undershirt – 2-Pack | Wear: Men’s  Short Sleeve Shirt | Price: $40.00 | Colors: 3  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1253527 | Name: UA Raid 10&quot; | Wear: Men’s  Shorts | Price: $29.99 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1299998 | Name: UA Stunt Printed | Wear: Boys’ Shorts | Price: $30.00 | Colors: 2  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1297125 | Name: UA Fly-By | Wear: Women’s Running Shorts | Price: $18.7 | Colors: 2  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1292231 | Name: UA Play Up 2.0 | Wear: Women’s Shorts | Price: $18.7 | Colors: 0  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1253527 | Name: UA Raid 10&quot; | Wear: Men’s  Shorts | Price: $17.99 - $22.9 | Colors: 2  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1253528 | Name: UA Raid Printed 10&quot; | Wear: Men’s  Shorts | Price: $20.99 - $26.9 | Colors: 9  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1299998 | Name: UA Stunt Printed | Wear: Boys’ Shorts | Price: $17.99 - $20.9 | Colors: 2  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1253851 | Name: UA Eliminator | Wear: Boys’ Shorts | Price: $24.99 | Colors: 2  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1309547 | Name: UA Showdown | Wear: Men’s  Golf Shorts | Price: $65.00 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1299989 | Name: UA Stunt | Wear: Boys’ Shorts | Price: $24.99 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1263197 | Name: Boy&#x27;s UA Team Raid  | Wear: Boys’ Shorts | Price: $19.99 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1306443 | Name: UA Tech™ Graphic | Wear: Men’s  Shorts | Price: $25.00 | Colors: 0  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1253851 | Name: UA Eliminator | Wear: Boys’ Shorts | Price: $14.99 - $18.7 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1299989 | Name: UA Stunt | Wear: Boys’ Shorts | Price: $14.99 - $18.7 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1297126 | Name: UA Fly-By Printed | Wear: Women’s Running Shorts | Price: $22.4 | Colors: 3  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1309551 | Name: UA Showdown Vented | Wear: Men’s  Golf Shorts | Price: $70.00 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1228908 | Name: UA Team Coaches | Wear: Men’s  Shorts | Price: $34.99 | Colors: 4  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1276218 | Name: UA Matchup | Wear: Women’s Shorts | Price: $27.99 | Colors: 7  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1290349 | Name: UA Match Play | Wear: Boys’ Golf Shorts | Price: $39.99 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1271940 | Name: UA Tech™ Mesh | Wear: Men’s  Shorts | Price: $29.99 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1289566 | Name: HeatGear® Armour Mid | Wear: Men’s  Shorts | Price: $27.99 | Colors: 7  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1289568 | Name: HeatGear® Armour Long | Wear: Men’s  Shorts | Price: $29.99 | Colors: 4  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1306097 | Name: UA Renegade Solid | Wear: Boys’ Shorts | Price: $25.00 | Colors: 8  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1295570 | Name: UA Speedpocket 7&quot; | Wear: Men’s Linerless Running Shorts | Price: $44.99 | Colors: 4  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1304649 | Name: UA Fish Hunter Cargo | Wear: Men’s  Fishing Shorts | Price: $65.00 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1257825 | Name: UA Raid 8&quot; | Wear: Men’s  Shorts | Price: $29.99 | Colors: 3  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1305697 | Name: UA Sprint | Wear: Girls’ Shorts | Price: $25.00 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1309131 | Name: UA Kick it | Wear: Girls’ Soccer Shorts | Price: $20.00 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1289313 | Name: UA Launch SW 7&#x27;&#x27; | Wear: Men’s  Running Shorts | Price: $34.99 | Colors: 9  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1304127 | Name: UA Cage | Wear: Men’s  Shorts | Price: $44.99 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1289314 | Name: UA Launch SW 9&#x27;&#x27; | Wear: Men’s  Running Shorts | Price: $34.99 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1290620 | Name: UA Challenger Knit  | Wear: Men’s  Soccer Shorts | Price: $24.99 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1236554 | Name: UA Authentic 4” Compression | Wear: Women’s Basketball Shorts | Price: $24.99 | Colors: 2  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1306434 | Name: UA MK-1 | Wear: Men’s  Shorts | Price: $35.00 | Colors: 9  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1306251 | Name: UA Mania Volley Boardshorts | Wear: Men’s  Surf Shorts | Price: $45.00 | Colors: 4  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1277142 | Name: UA Qualifier 9&quot; Woven | Wear: Men’s  Shorts | Price: $34.99 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1299098 | Name: UA Tech™ Twist | Wear: Women’s Shorts | Price: $29.99 | Colors: 3  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1240469 | Name: UA Double Double | Wear: Women’s Basketball Shorts | Price: $24.99 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1304648 | Name: UA Fish Hunter | Wear: Men’s  Fishing Shorts | Price: $55.00 | Colors: 7  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1309310 | Name: UA Tech™ Prototype 2.0 | Wear: Boys’ Shorts | Price: $20.00 | Colors: 9  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1306096 | Name: UA Renegade Printed | Wear: Boys’ Shorts | Price: $30.00 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1281291 | Name: UA Isolation | Wear: Men’s  Basketball Shorts | Price: $34.99 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1299304 | Name: UA Space the Floor | Wear: Boys’ Basketball Shorts | Price: $29.99 | Colors: 4  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1309548 | Name: UA Showdown Tapered | Wear: Men’s  Golf Shorts | Price: $65.00 | Colors: 7  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1305841 | Name: UA Golazo 2.0 | Wear: Boys’ Soccer Shorts | Price: $18.00 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1305838 | Name: UA Golazo 2.0 | Wear: Women’s Soccer Shorts | Price: $20.00 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1309618 | Name: HeatGear® Armour Shorty | Wear: Women’s Shorts | Price: $25.00 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1321420 | Name: UA x Project Rock Cage | Wear: Men’s  Shorts | Price: $60.00 | Colors: 1
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1320203 | Name: UA Woven Graphic Wordmark | Wear: Men’s  Shorts | Price: $30.00 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1328329 | Name: UA Kick Off Solid – Pre-School | Wear: Boys’ Shorts | Price: $18.00 | Colors: 4  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1300043 | Name: Athlete Recovery Ultra Comfort Sleepwear | Wear: Men’s  Shorts | Price: $79.99 | Colors: 4  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1319510 | Name: UA Speedpocket 2-in-1 | Wear: Women’s Running Shorts | Price: $55.00 | Colors: 4  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1297057 | Name: UA Speedpocket 9&quot; | Wear: Men’s  Running Shorts | Price: $44.99 | Colors: 2  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1306090 | Name: UA Renegade Jacquard | Wear: Boys’ Shorts | Price: $30.00 | Colors: 4  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1306196 | Name: UA Space the Floor | Wear: Boys’ Basketball Shorts | Price: $30.00 | Colors: 8  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1305729 | Name: UA Baseline 10&quot; | Wear: Men’s  Basketball Shorts | Price: $30.00 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1293832 | Name: UA Links 4&quot; Shorty | Wear: Women’s Golf Shorts | Price: $69.99 | Colors: 5  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1289312 | Name: UA Launch SW 5&#x27;&#x27; | Wear: Men’s  Running Shorts | Price: $34.99 | Colors: 6  
2018/05/11 01:01:56      Activity: Searched Results for "shorts" Inserted | Item #: 1298335 | Name: UA Space the Floor | Wear: Men’s  Basketball Shorts | Price: $34.99 | Colors: 5  
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1248089 | Name: UA Match Play | Wear: Men’s  Golf Pants | Price: $47.9 | Colors: 1
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1281188 | Name: UA Clean Up Baseball | Wear: Boys’ Pants | Price: $19.99 | Colors: 3  
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1309546 | Name: UA Showdown Tapered | Wear: Men’s  Golf Pants | Price: $80.00 | Colors: 7  
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1239481 | Name: UA Vital Warm-Up | Wear: Men’s  Pants | Price: $34.99 | Colors: 3  
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1309545 | Name: UA Showdown | Wear: Men’s  Golf Pants | Price: $80.00 | Colors: 5  
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1306325 | Name: UA Showdown Chino | Wear: Men’s  Golf Pants | Price: $85.00 | Colors: 4  
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1281181 | Name: UA Base Runner | Wear: Girls’ Softball Pants | Price: $24.99 | Colors: 3  
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1309549 | Name: UA Showdown Vented | Wear: Men’s  Golf Pants | Price: $85.00 | Colors: 6  
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1294739 | Name: UA Clean Up Piped Baseball | Wear: Boys’ Boys&#x27; Pants | Price: $24.99 | Colors: 8  
2018/05/11 01:02:13      Activity: Searched Results for "pants" Inserted | Item #: 1290261 | Name: UA Sportstyle Joggers | Wear: Men’s  Pants | Price: $59.99 | Colors: 4  
